word,occurence
contractes,10.0
empreses,32.0
paguen,11.0
sous,14.0
misèria.,7.0
sàpiga,10.0
https://t.co/ykrUNSq7…,6.0
aprovat,15.0
majoria,81.0
dimissió,42.0
@MVidal80.,9.0
Necessitem,13.0
resolgui,14.0
problemes,28.0
"gent,…",9.0
governant,10.0
rendir,5.0
mai,78.0
deixar,33.0
enquistar,4.0
problemes.,6.0
#VagaMetro,22.0
solucions,17.0
dins,15.0
fora,53.0
net,14.0
TMB.,9.0
mereix,13.0
públiques,7.0
siguin,26.0
opaques,4.0
#ComissionsBCN,19.0
https://…,70.0
així,40.0
així.,7.0
Acabem,13.0
compareixença,15.0
d'@AdaColau,17.0
explicacion…,4.0
Borrell,19.0
"demostrant,",3.0
vegada,44.0
"més,",22.0
ajuda,7.0
rebaixar,7.0
tensions,4.0
explicar,38.0
situació,34.0
nivell,26.0
internacion…,3.0
"Veni,",6.0
"vidi,",6.0
vota.,6.0
"
#pledemocràcia",6.0
#1O2017,14.0
mobilització,7.0
permanent,7.0
defensar,49.0
llibertats.,3.0
peu,8.0
"carrer,",6.0
conjurant-nos,3.0
poble…,3.0
setmana,14.0
#TramviaBlau,17.0
circularà,4.0
última,9.0
"vegada,",7.0
donat,19.0
detall,6.0
proje…,7.0
BeC,19.0
s'abstenen,6.0
pagui,8.0
totes,87.0
destrosses,24.0
fetes,18.0
l'1-O.,12.0
s'entén.,9.0
estibadors,5.0
unes,63.0
condicions,13.0
laborals,5.0
dignes.,3.0
Emocions,3.0
flor,4.0
pell,5.0
Port,4.0
Barcel…,5.0
còmplices,5.0
d'una,59.0
paràlisi,4.0
Glòries,32.0
condemna,25.0
any,85.0
malson.,4.0
mereixen,4.0
https…,56.0
Més,37.0
prop,19.0
casa?,4.0
casa!,9.0
https://t.co/v1sCvXWXvD,2.0
Amic,4.0
"@G_Pisarello,",4.0
val,21.0
bastir,3.0
realitat,37.0
mil,10.0
proclames,3.0
Madrid.,14.0
T'ho,7.0
dic,14.0
experiència,6.0
https://t.…,75.0
Si,203.0
presidenta,21.0
TMB,19.0
moure,6.0
"#VagaMetro,",5.0
lògic,6.0
moure-la,5.0
ella.,7.0
Reclamem,15.0
dim…,5.0
independentistes,49.0
acatarem,3.0
resultat,30.0
"urnes,",9.0
sempre.,17.0
farà,54.0
@MarianoRajoy?,3.0
https://t.co/7ZXT…,3.0
Dos,15.0
abraçar,8.0
Muriel.,5.0
Et,32.0
recordem,9.0
present.,5.0
farem,31.0
"tu,",30.0
amiga.,5.0
convocat,6.0
parlar,56.0
pressupostos.,8.0
Li,14.0
he,97.0
avançat,3.0
donarem,5.0
Serveis,7.0
funeraris,4.0
públics?,3.0
"Sí,",32.0
ben,49.0
"fet,",18.0
servei,36.0
barat.,3.0
cregui,4.0
acaba,33.0
rebutjar,6.0
carrer,44.0
porti,3.0
nom,21.0
d'1,3.0
d'octubre.,8.0
"ingovernabilitat,",9.0
inestabilitat,10.0
confiança,21.0
sou,42.0
"vosaltres,",12.0
#plebcn,12.0
https://t.co/PMNa1K5wVo,9.0
esportistes,2.0
World,10.0
Race,6.0
creure,11.0
altres,54.0
ofertes.,2.0
hem…,3.0
absoluta,18.0
posicionat,5.0
exigit,4.0
#LlibertatJordis.,3.0
l'ún…,3.0
Són,14.0
moments,14.0
excepcionals;,4.0
@XavierTrias,20.0
proposem,9.0
ampli,4.0
acord,41.0
Zero,4.0
complicitat,4.0
@CalpenaEnric:,11.0
Estava,12.0
dues,35.0
taules,11.0
distància,20.0
anit,11.0
Valls,32.0
cridar,14.0
durant,67.0
premis,11.0
Nadal,12.0
Pla.,11.0
No…,21.0
@assemblea:,10.0
Ara,86.0
necessitem,12.0
República,111.0
Tenim,23.0
poble,33.0
possible!,4.0
6,30.0
"febrer,",6.0
defensem,2.0
"democràcia.
📝",1.0
Inscripcions,1.0
obertes,3.0
https://t.co/khd4uimFcv,1.0
https://t.co/jWMX2vYRJr,1.0
@btvnoticies:,9.0
🏍️🛵,1.0
@jmartigalbis:,1.0
llocs,9.0
alternatius,1.0
on,147.0
aparcar,2.0
"motos""",1.0
https://t.co/jca3RiRGd…,1.0
🔴EN,1.0
DIRECTE|,1.0
Milers,2.0
protesten,3.0
Jaume,15.0
sentència,15.0
#LaManada.,1.0
carrers,15.0
adjacents,1.0
compl…,2.0
@Chaumme:,1.0
@janetsanz,33.0
diagonal.,1.0
DIÀLEG,1.0
6F,1.0
tampoc,15.0
interessa,7.0
@divendrestv3,1.0
l'opinió,3.0
dones.,5.0
Fins,15.0
@HelenaGMelero,1.0
?,10.0
https://t.co/fZp3Yc6yAA,1.0
ZASCA,15.0
@PereAragones,3.0
Carrizosa,5.0
(Ciutadans):,1.0
"""Xiringuitos?",1.0
"xiringuitasso,",1.0
monarquia,7.0
"espanyola""",1.0
https://t.co/EqWlSmUHmL,1.0
Los,9.0
violadores,2.0
#LaManada,6.0
seguirán,4.0
libertad,5.0
"provisional
‼️",2.0
políticos,10.0
catalanes,20.0
organizar,1.0
"referéndum

🔁",1.0
PÁSALO,1.0
SI,5.0
CREES,1.0
QUE,3.0
ES,8.0
UNA,1.0
INJUSTICIA,1.0
Primeres,1.0
recomanacions,2.0
@nfJXp0ghRv6KgKuVFUBZMmmLP53wUoQXxeQlPmyKI=.,4.0
Segueix-los,59.0
#FemXarxa:,31.0
"

@isidrecp
@laurajb1973
@Frances54738233
@dui_just
@polprCAT",1.0
"

COMPARTEIX!",1.0
📽️,31.0
'Si,10.0
Pablo,6.0
Casado,3.0
"pudiera,",1.0
nos,20.0
"fusilaría""

La",1.0
caverna,1.0
escandalitzada,1.0
paraules.,1.0
corrin!,1.0
https://t.co/Y4fKlpkE1K,1.0
Arran,3.0
d’aquesta,10.0
"polèmica,",2.0
Restaurant,10.0
Font,2.0
Blanca,3.0
rebent,2.0
centenars,2.0
ressenyes,2.0
negatives,2.0
Google,5.0
l’unionisme.,2.0
"

📝",2.0
Busca’ls,1.0
valora’ls,1.0
estrelles,1.0
"

📣",2.0
Fes,15.0
piulada!,1.0
"

https://t.co/yTjQLSaCoV",1.0
#FemXarxa,6.0
Participaries,1.0
manifestació,18.0
"llibertat,",10.0
tal,34.0
proposar,13.0
Xavier,6.0
Vendrell,1.0
(ERC),2.0
dissabte,9.0
"@FAQSTV3?

(Fes",1.0
Retuit,29.0
ampliar,40.0
mostra),29.0
📣,83.0
Recomanacions,58.0
d’avui.,57.0
"#FemXarxa:

@BCNNoFunciona
@JaumeValls
@AnnaMartinBCN",1.0
"
@08880Ab
@Republica_Llib

🔁",1.0
"COMPARTEIX,",53.0
arribi,60.0
tothom!,56.0
"Barcelona,",53.0
"@FerranMascarell,",2.0
rebutjat,3.0
Graupera,36.0
l’ANC.,2.0
Com,105.0
"valores?

(Fes",3.0
✅,58.0
important!,1.0
presidents,4.0
@QuimTorraiPla,77.0
activen,1.0
"República,",13.0
internacionalitzarà,1.0
causa,17.0
catalana.,6.0
Tot,57.0
suport!,4.0
"

https://t.co/BXtaBDtbjX",1.0
Ves,5.0
merda,33.0
@ErnestMaragall,11.0
anuncia,22.0
l'aprovació,2.0
vot,54.0
electrònic,1.0
pels,75.0
"l'estranger

Si",1.0
tens,48.0
algun,9.0
conegut,2.0
visqui,6.0
"l'estranger,",1.0
PASSA-HO!,13.0
https://t.co/Op6LT9uRSN,1.0
segueixes,4.0
tenint,3.0
casa,32.0
donar,68.0
brutalitat,2.0
#1Octubre?,1.0
"

Hi",1.0
alternatives:,1.0
telèfon,1.0
Internet,2.0
"(Parlem),",1.0
gas,1.0
"(CatGas),",1.0
llum,9.0
(Som,1.0
Energia).,1.0
petits,6.0
gestos,3.0
son,57.0
poderosos.,1.0
Construïm,9.0
"República!

PASSA-HO!",1.0
@MiquelBuch,17.0
càrregues,7.0
l'1-O:,14.0
"""La",46.0
actuar,15.0
manera,32.0
"proporcionada"".",1.0
avisa,13.0
repetiran,2.0
"""se",1.0
traspassant,1.0
línies,2.0
"vermelles""

https://t.co/PHEDT6McFF",1.0
https://t.co/nOHIZQQdpv,1.0
canvia,6.0
d'opinió,11.0
medita,1.0
presentar-se,14.0
"europees
https://t.co/uODHfOaVXl",1.0
https://t.co/oNDPoCxZpq,1.0
Qui,46.0
procés,35.0
interessa?,1.0
😏,2.0
@Junqueras,27.0
@POLITICOEurope:,1.0
https://t.co/PENV5giqk3,1.0
📺🎥,4.0
"TMB,",5.0
contracte,14.0
"elèctric,",4.0
"CIE,",4.0
Compromís,7.0
Escales...,4.0
presentem,8.0
anuncis!,4.0
😂,29.0
https://t.co/Pv4X9oN8A1,1.0
trolejada,1.0
@JoanTarda,65.0
@sanchezcastejon,21.0
https://t.co/pIObh3RB0L,1.0
@XavierDomenechs,24.0
presentat,13.0
debat,57.0
d'Òmnium.,1.0
"véns,",1.0
"això,",25.0
Xavi?,1.0
Explica'ns-ho!,1.0
https://t.co/TbdPaLfQsx,1.0
Estàs,8.0
d'acord,29.0
d'organitzar,1.0
Estatut?,1.0
"

(Fes",8.0
@portet_bruguera,41.0
@ensenyamentcat,3.0
@govern,37.0
bastant,25.0
trist,11.0
criticar,17.0
teus,22.0
socis,24.0
govern.,16.0
t'han,6.0
dit,74.0
roba,2.0
bruta,2.0
renta,1.0
URGENT!,1.0
Ciutadans,27.0
manifestarà,2.0
Ciutadella,8.0
buscaran,1.0
escenes,1.0
tensió.,1.0
"plau,",9.0
fem,31.0
#Tortosa.,1.0
"mal!

PASSA-HO!",1.0
Aniràs,1.0
l’11-S,1.0
l’@Assemblea,2.0
"@Omnium?

(Fes",1.0
"@KRLS,",13.0
votareu,2.0
favor,79.0
l'investidura,3.0
guanya,33.0
"eleccions,",11.0
indiquen,1.0
enquestes?,1.0
descartat,3.0
Mossos,32.0
violència,49.0
darrers,9.0
dies.,1.0
estàs,18.0
"d'acord?

(Fes",2.0
@JordiGraupera,184.0
plantegen,4.0
aturar,17.0
https://t.co/f6ccXUTCeD,1.0
EXCLUSIVA:,4.0
@LauraBorras,14.0
cessarà,2.0
Secretària,3.0
General,5.0
@cultura_cat,2.0
https://t.co/5eRiiegiPF,2.0
ÚLTIMA,55.0
HORA:,23.0
L'independentisme,9.0
demana,100.0
@JosepBorrellF,2.0
l'ús,13.0
d'informació,2.0
privilegiada,6.0
https://t.co/93DPN5M8nN,1.0
https://t.co/iiSofIK9to,1.0
deixarem,3.0
veïnes,16.0
l'especulació,1.0
#DefensemelsBarris,1.0
#SiSePuede…,1.0
https://t.co/LRcbdFHMU1,1.0
💰,1.0
s'alliberarà,1.0
peatge,5.0
2019,14.0
https://t.co/J4mEYMJQ0M,1.0
"#FemXarxa:

@Carla08201
@EricBalmon
@PutaEspanya1714
@MiquelCatala65
@VierSaCaXa

🔁",1.0
compareix,1.0
#Parlament,32.0
Creus,10.0
Buch,10.0
"dimitir?

(Fes",1.0
Sóc,14.0
simpatitzant,4.0
"PDCat,",5.0
entenc,31.0
@CiUBCN,5.0
pactant,4.0
Pla,7.0
d'Habitatge,5.0
populista,5.0
Colau!!,7.0
https://t.co/mCG1q4SmJD,1.0
Utilitzar,3.0
imatge,14.0
degrada,1.0
promocionar,2.0
010.,1.0
vergonyós,5.0
@BCNenComu,14.0
https://t.co/JwO0ReBQE2,1.0
@Directe,2.0
Le,3.0
consta,1.0
GC,3.0
ya,22.0
encontrado,5.0
urna?,1.0
jove,8.0
independentista,43.0
estat,110.0
detingut,4.0
l'organització,4.0
#HoliNoPassareu,1.0
"29-S

🔁",1.0
SE,1.0
SÀPIGA.,1.0
COMPARTEIX!,7.0
https://t.co/qFRZwSndWR,1.0
L'Audiència,6.0
reobre,1.0
l'actuació,4.0
20-S,2.0
"CUP
https://t.co/ruaqy463G9",1.0
https://t.co/SFnZMbIbC0,1.0
ERA,1.0
IMPRESCINDIBLE,1.0
FER-HO!,1.0
#Carcellers,1.0
@G_Pisarello!,1.0
@ERCbcn,282.0
Metro,35.0
Marina,5.0
Model,17.0
"pressupostos,",3.0
deieu,5.0
demagògs.,1.0
Te'n,1.0
recordes?,1.0
😅,13.0
https://t.co/89bLjhgOhC,1.0
setmana.,2.0
"#FemXarxa:

@LCanyadell
@MontseIz8
@PauRoger1
@SusagnaFajardo
@MartorellLluc

🔁",1.0
desmunta,6.0
mentides,20.0
fuga,1.0
d’empreses,1.0
https://t.co/PA6I1b5FM0,1.0
Govern,51.0
Espanyol,1.0
Open,1.0
Arms,1.0
assistir,10.0
refugiats,7.0
https://t.co/rFbWFoVF6z,1.0
via,107.0
@gD0tW1UsTJ84HRIgqhF8kPd1A8TnEAwgvHMlBx5cVQ=,8.0
📣📣,1.0
"nit,",10.0
TV3,17.0
emetrà,2.0
documental,10.0
TV,7.0
basca,1.0
"VOX.

🔁",1.0
corri,1.0
tothom,69.0
vegi.,2.0
@CridaNacional,61.0
@sergisabria,25.0
Son,12.0
preguntes,4.0
estaria,7.0
bé,62.0
respongués,1.0
PDeCAT.,4.0
Bonvehí,1.0
prenia,1.0
adheririen.,1.0
Tu,34.0
ets,57.0
militant,6.0
"PDeCAT,",10.0
"#FemXarxa:

@SilviaFranquesa
@Troncomovil1996
@MadaixEA
@MarcBorrell40
@MariaCasas90

🔁",1.0
deixarà,5.0
morir,2.0
https://t.co/YoLeKkUuo2,1.0
"@DolorsBassaC,",1.0
partidària,1.0
https://t.co/PG8YUzd6cF,1.0
presumeixin,1.0
"""haver",1.0
destrossat,1.0
sistema,14.0
"sanitari""",1.0
repugnant,7.0
temps...,1.0
#ERCgate,1.0
6-F,1.0
estaré,2.0
donant,13.0
democràcia!,3.0
#6Fsomtots,1.0
multitudinària,2.0
Lledoners,12.0
@Toni_Comin,2.0
https://t.co/u6JuvrFekG,1.0
📢,34.0
@DavidBonvehi:,1.0
“Sense,2.0
negociació,10.0
"imminent,",1.0
haurà,24.0
pressupostos”,1.0
https://t.co/7EQvTBXi2Z,1.0
Twitter,15.0
restringint,2.0
comptes,20.0
independentistes.,9.0
usuaris,13.0
recomanem,3.0
@nfJXp0ghRv6KgKuVFUBZMmmLP53wUoQXxeQlPmyKI=,17.0
silencien,1.0
evitar,15.0
tinguem,14.0
"força.

Recorda",1.0
pots,33.0
seguir,47.0
igualment,6.0
perfils!,1.0
Clica,2.0
“Veure,1.0
"perfil”

🔁",1.0
Tothom,15.0
aquests,34.0
minuts,14.0
brillants,1.0
diputat,16.0
Gerard,2.0
Gómez,1.0
Ciutadans.,1.0
Quantes,4.0
clatellades!,1.0
https://t.co/ngGTsgIDAO,1.0
alta,5.0
dirigent,4.0
socialista,5.0
compra,7.0
"Bonpreu,",1.0
supermercats,1.0
independentistes?,1.0
https://t.co/9iN4EILjlv,1.0
"@QuimTorraiPla,",2.0
corda,1.0
fluixa,2.0
https://t.co/YyuodnxozN,1.0
"Veneçuela?
Troba",1.0
tota,72.0
l'actualitat,7.0
passant,3.0
llatinoamericà,1.0
"
https://t.co/XvhOqZrkEs",1.0
https://t.co/SO8pTj67An,1.0
lunes,2.0
12,9.0
"Eliseo,",1.0
Verónica,1.0
su,33.0
hijo.,1.0
"
No",3.0
tenemos,6.0
miedo,6.0
"govern,",16.0
¡saldremos,1.0
calle,7.0
defende…,1.0
https://t.co/JxRlwGRW5h,1.0
candidats,9.0
l'alcaldia,22.0
debatut,1.0
@Radio4_rne.,1.0
Tots,29.0
excepte,3.0
@AdaColau.,4.0
Coses,3.0
#NovaPolítica,4.0
https://t.co/6iI7tsgoGx,1.0
Picabaralla,1.0
masclisme,9.0
@Mes_324,4.0
https://t.co/HYKvyOaByx,1.0
Sorprendente,1.0
decisión,2.0
@CUPBarcelona,16.0
liquidar,2.0
propuesta,4.0
gobierno,28.0
cambio.,2.0
¿No,1.0
consultáis,1.0
bases?,1.0
#CanviRealBCN,1.0
"#FemXarxa:

@JoanPetit20",1.0
"
@MiquelMart2
@PauMorn1
@MerceCatalana
@LopezCanudas

🔁",1.0
Escoles,1.0
bressol,18.0
"gratuïtes,",1.0
consorci,3.0
públic-privat,1.0
"l'habitatge,",7.0
Walking,1.0
City...,1.0
ningú,38.0
negar,6.0
propostes,11.0
planteja,14.0
diferents,7.0
singulars,1.0
#labcnquevolem,14.0
@thesanirac,1.0
@ERC9B,5.0
Bot,1.0
Comuns,20.0
Benvinguts,2.0
grup,24.0
impulsor,4.0
Crida,38.0
Lleida.,2.0
Recordeu,3.0
plaça,11.0
Presentació,3.0
República!,6.0
"Junts,",1.0
imparables.,1.0
Uneix-te,1.0
#CridaNacional,2.0
@JuntsXCat,140.0
@parlamentcat,29.0
Portit,1.0
working,1.0
for,15.0
amo,2.0
convergent.,3.0
@Estacadebares,25.0
@juanmanuellato,20.0
"cert,",23.0
d’invertir,1.0
25%,5.0
Pl,1.0
"habitatge,",2.0
aplicat,13.0
tempteig,1.0
retracte.,1.0
construcció,7.0
Trias,24.0
Hereu.,1.0
"norma,",1.0
parlem,18.0
"s’apliqui,",1.0
moment,39.0
l’ha,5.0
.@MartaRovira,3.0
quin,40.0
tarannà,2.0
#Salvados21D:,5.0
#CiudadanosMiente,6.0
😑,2.0
.@InesArrimadas,15.0
taxa,7.0
d'atur,6.0
20%.,2.0
12'5%,2.0
#Salvados21D,28.0
https://t.co/IBRdVXzV3c,2.0
reformista,3.0
Catalunya...,3.0
https://t.co/fkndDH9AYi,2.0
#DebatTV3,20.0
https://t.co/7yCuZ7mY6H,1.0
promoure,1.0
(utilitzant,1.0
barroerament,2.0
entitats),1.0
malauradament,2.0
pràctica,1.0
habitual,4.0
mandat.,6.0
nova,39.0
deu,13.0
ser.,4.0
@AlexRomaguera,6.0
@silviacasorran,15.0
@Qualitat_Aire,15.0
@transportpublic,48.0
"tens,",1.0
casualment,2.0
posicionament,1.0
CUP,85.0
Sílvia,1.0
s’ha,29.0
oblidat,7.0
comentar-ho,1.0
;),26.0
https://t.co/rPifyNJcq9,1.0
"Colau,",12.0
enlloc,9.0
lloguer.,4.0
Cal,46.0
crítics.,1.0
Segueixen,2.0
"Ciutadans,",2.0
ambaixades!,1.0
👇🏼,5.0
"realitat,",3.0
https://t.co/L3T1qHQf0W,1.0
eren,21.0
parlament.,2.0
explíca’m,2.0
sobretot,15.0
tardor,4.0
arribin,2.0
Generalitat.,7.0
Antisocials,1.0
rècord,6.0
mestres,9.0
metges,1.0
%,7.0
alt,4.0
història,24.0
despesa,1.0
social?,1.0
"fi,",7.0
veig,23.0
tirem,2.0
titulars.,2.0
problema,52.0
d'@InesArrimadas,2.0
parla,33.0
"""chiringuitos""",1.0
Generalitat,48.0
l'exterior,5.0
TAMPOC,1.0
EN,18.0
TÉ,1.0
IDEA,1.0
https://t.co/8n1P5CCCIE,1.0
'Estamos,1.0
bloques,2.0
porque,28.0
generan,1.0
"bloqueos',",1.0
comença,33.0
fi,12.0
@XavierDomenechs😂😂,1.0
representa,11.0
oblidi!,1.0
https://t.co/phbLsvSEAR,1.0
port,3.0
barceloneta,1.0
tornar-lo,1.0
Res.,3.0
L’aigua,1.0
pública.,2.0
Municipalitzar,1.0
neteja.,1.0
Trias.,1.0
Això,89.0
"sí,",19.0
anuncis.,2.0
Exacte,2.0
queixo,1.0
manca,15.0
d’iniciativa,1.0
eixos,3.0
planteges.,1.0
semblaria,2.0
reduir,7.0
triessin,1.0
criteris,3.0
meritocràcia.,1.0
actuen,1.0
exactament,12.0
igual,17.0
resta,20.0
vagin,3.0
lliçons,19.0
principis.,1.0
debò,6.0
tornin,2.0
Catalunya?,9.0
QUINA,1.0
BARRA!,1.0
😡😠,1.0
https://t.co/fZ4MRYo7OD,1.0
"Exacte,",6.0
actuant,2.0
igual.,4.0
assegura,10.0
estem,40.0
cua,4.0
d'Espanya,13.0
educació,5.0
cita,13.0
l'informe,8.0
PISA,3.0
https://t.co/P06x2JwwiD,1.0
@KP5YMWpjuwsjsDERWSgWmv6P9Mo52dSkR1VX9tOg1xo=,24.0
@bcnencomu,155.0
@jordicoronas,74.0
@montsebenedi,54.0
@jpuigcorbe,52.0
@t_capdevila,64.0
Bye,2.0
bye,3.0
promet,3.0
Catalunya.,26.0
sap,61.0
quantes,19.0
feina,59.0
https://t.co/baIolm2U40,1.0
@bcnescapital,4.0
@YouTube,5.0
"alerta,",2.0
s'escolta,1.0
be,24.0
@mvilaredon,29.0
@dianacoromines,8.0
@VioletaGR11,2.0
Déu,7.0
do,8.0
quina,35.0
practiqueu,1.0
@iuforn,1.0
llaç,8.0
free,1.0
"d'aquests,",1.0
porta,28.0
erc,8.0
normalment,1.0
centre,16.0
cívic,1.0
esplai,1.0
teniu,43.0
futur.,11.0
Sort,11.0
encerts!,4.0
@Albertldm,1.0
No.,9.0
refundació,5.0
Convergència.,3.0
Res,10.0
punt,21.0
superar,16.0
10.000,5.0
seguidors.,4.0
Seguim,13.0
"xarxa!

1️⃣",1.0
Segueix,11.0
"
2️⃣",1.0
"piulada
3️⃣",1.0
facin,17.0
"RT

#FemXarxa",1.0
https://t.co/1M5RFWZUnk,1.0
Estem,24.0
d'arribar,9.0
11.000,1.0
ajudes,6.0
"arribar-hi?

🔁",2.0
d'aquesta,15.0
"piulada
↪️",2.0
"Retuit

#FemXarxa",2.0
https://t.co/lVLALuwiwH,1.0
ESCÀNDOL!,2.0
"@Societatcc,",1.0
destituït,3.0
irregularitats,6.0
econòmiques,3.0
https://t.co/7M9n0Hil4g,1.0
"#FemXarxa:

@Ventilador_cat
@gD0tW1UsTJ84HRIgqhF8kPd1A8TnEAwgvHMlBx5cVQ=",1.0
"
@Ramon_Sans
@Ester_ets
@Teresa_Ciges

🔁",1.0
MHP,17.0
pactat.,2.0
d’acord?,1.0
"

(Si",1.0
fas,24.0
amplies,1.0
país!,3.0
https://t.co/p3nJJiekvM,1.0
Veig,13.0
crítiques,5.0
nomenaments,1.0
resposta,29.0
‘i,2.0
més’.,2.0
palmeros,2.0
agrada,10.0
capitalisme,1.0
salvatge.,1.0
l’argumentari,1.0
bé.,10.0
entrar,10.0
l’impacte,2.0
tindrà,11.0
vendes,1.0
70%,2.0
restant,1.0
comprar,16.0
veïns/es,4.0
@DavidGR1714,68.0
coherència,7.0
‘Per,7.0
benintencionades,7.0
agrupacions,5.0
d’electors,5.0
crides,7.0
"unitat,",9.0
error,17.0
dir-ho’,8.0
https://t.co/zNNygb41BJ,1.0
i?,2.0
On,21.0
invalida,1.0
l’altre?,1.0
Queda,1.0
100%,10.0
clar.,8.0
gestió,47.0
tram,18.0
baix,6.0
besos,1.0
(Felip,1.0
Puig),2.0
mantè,1.0
fins,93.0
2032,5.0
preveu,5.0
triplicar,1.0
passatgers,6.0
(ergo,1.0
ingressos),1.0
"@InesArrimadas,",2.0
antes,5.0
enfadarte,1.0
tanto,3.0
deberías,1.0
dejar,4.0
manifestarte,1.0
extrema,10.0
derecha,4.0
😛,1.0
Quins?,1.0
Posa’m,1.0
exemples,1.0
porfi.,1.0
"notícia,",3.0
ti,4.0
defenses,4.0
col.locacions,1.0
Colau.,23.0
voler,30.0
vendre,17.0
millor.,16.0
Entre,7.0
@JuntsxCAT,32.0
lluïnt,1.0
#BuchDimissió,1.0
#OmplimSantJaume,2.0
col.locar,1.0
amiguets,3.0
vella,11.0
política.,8.0
trobar,15.0
correcte.,1.0
Gent,7.0
enfadada,1.0
x,64.0
indepe,19.0
enquestes,15.0
cop,46.0
s'enfaden.,1.0
flipar,1.0
crescut,3.0
electoralment...,1.0
😂😂 #Salvados21D,1.0
https://t.co/W2ZztHqBIB,1.0
niega,2.0
habernos,1.0
llamado,1.0
golpistas.,1.0
creerás,1.0
dice,23.0
compañero,3.0
Villegas...,1.0
https://t.co/LuaS87SmFV,1.0
Diu,11.0
😂🔝,6.0
https://t.co/Y8jXIfRPBY,1.0
@Albiol_XG:,1.0
'Nuestro,1.0
candidato,2.0
está,24.0
cárcel,9.0
ganar,2.0
estas,4.0
elecciones',1.0
👏👏👏,4.0
https://t.co/L7PQzyvitE,1.0
maneta,2.0
votant,14.0
Comú,11.0
Podem,10.0
vota,23.0
Generalitat?,1.0
reduccionisme,1.0
absurd.,2.0
Dit,8.0
estic,9.0
votés,1.0
t’ho,6.0
puc,17.0
argumentar.,1.0
"""les",2.0
"socials""",1.0
l'educació.,3.0
idea,20.0
https://t.co/xvEPsTyB0I,1.0
@jmangues,55.0
'Debo,7.0
llamarle,7.0
señora,8.0
Arrimadas,29.0
señoría?,7.0
👏👏😂😂,1.0
https://t.co/PcXvmhASIb,1.0
s'enfada,2.0
diuen,45.0
nacionalistes,4.0
"espanyols,",3.0
però...,2.0
https://t.co/4BlwJRtw6W,2.0
típic,4.0
Comuns.,2.0
Culpar,1.0
desastres,1.0
únics,6.0
responsables,4.0
ells,28.0
🔊🎥,1.0
Ajuda'ns,1.0
Facebook:,1.0
https://t.co/lh83WvicqV,1.0
m’extranya,1.0
diguis,7.0
"mateixos,",1.0
"diners,",3.0
"tele,",1.0
l’estructura,3.0
candidats.,1.0
"Res,",2.0
sóc,25.0
jo,73.0
Sort.,1.0
Fent,5.0
mà,10.0
PDECAT,2.0
"immobiliàries,",1.0
@jsChucky,2.0
@giselaprats,1.0
obstruint,1.0
diagonal,3.0
"car,",2.0
arcaic,2.0
decimonònic,1.0
creant,3.0
caos,9.0
precedents,1.0
@Apujolmas,2.0
unitat,45.0
muntant,3.0
xiringo...,1.0
"nou,",6.0
passar,33.0
Reagrupament.,1.0
Preguntat,1.0
voten,8.0
d'aquests,4.0
projectes.,1.0
Potser,18.0
@SilviabelB,3.0
vulgui,10.0
escoltar,23.0
clar:,8.0
republicà,8.0
"efectiu,",2.0
forces,13.0
tornar-ho,1.0
"intentar,",1.0
eixamplant,2.0
base,16.0
tant,49.0
puguem.,1.0
anomenes,1.0
comuns.,4.0
@aracegea,1.0
@neusmatamala,9.0
vist,35.0
tuit,34.0
criticant,4.0
l’ANC,2.0
expulsat,2.0
@GabrielRufian,9.0
veritats,24.0
Josep,23.0
"Borrell

🔁",1.0
L'unionisme,3.0
vegis,2.0
vídeo.,2.0
COMPARTEIX-LO!,1.0
"
https://t.co/LJA9tPKRpH",1.0
l'#11S,1.0
embranzida.,1.0
Omplim,1.0
"Diagonal!

🔁",1.0
"piulada
📝",1.0
Inscriu-te,3.0
"https://t.co/NUTZgWGnQv

#FemXarxa",1.0
https://t.co/gsjSKbZTnN,1.0
Moltes,21.0
tothom.,6.0
d’11.000!,1.0
https://t.co/02TAuP6B6e,1.0
Convergència,16.0
@SantiVila.,2.0
l'exili,6.0
@MartaPascal,1.0
puta,5.0
ramoneta,1.0
https://t.co/N6lzeVUhny,1.0
Comparteixo,2.0
#BCN,7.0
https://t.co/35c2rLK5Mt,1.0
"#FemXarxa:

@JManelVerges
@JaumeOliva_
@ReinaRegent
@Eladi_roca
@FranciscuGarcia

🔁",1.0
"

@MartiCarbonell2
@WmuGrcKvlItmfLcYo8JqFvqcwfJ7hn0jvHrAFZHpdBo=
@NogueAlicia
@Mariogg1978
@SMCatalunya

🔁",1.0
Todo,4.0
apoyo,8.0
#BusEnVaga.,1.0
Sin,1.0
lucha,3.0
igualdad!,1.0
@CGTCatalunya,2.0
L'ONG,1.0
Human,4.0
Rights,4.0
Watch,2.0
denuncia,35.0
impunitat,5.0
l’1-O,13.0
https://t.co/uADBi7vYGk,1.0
Comparteix,5.0
hashtags,1.0
l’1,10.0
"d’octubre:

#1Octubre
#1OctAlCarrer",1.0
"
#1O

PASSA-HO!",1.0
postureig,1.0
@BCNenComu.,5.0
@ahorapodemos,6.0
dediquen,4.0
intimidar,1.0
periodistes...,1.0
https://t.co/fIYwTyuGlH,1.0
@The_Real_Oriol,7.0
@BarcelonaGlobal,2.0
Seria,6.0
bon,30.0
apunt,1.0
fossim,1.0
1872,1.0
@mariangood67,1.0
Ciutats,2.0
denses,1.0
i/o,1.0
habitants,1.0
trams,2.0
